# Temperature_MeV relativistic_dofs_MeV entropy_dofs_MeV
0.0109662 3.38308 3.93094
0.0110237 3.38308 3.93094
0.0110815 3.38308 3.93094
0.0111395 3.38308 3.93094
0.0111979 3.38308 3.93094
0.0112566 3.38308 3.93094
0.0113156 3.38308 3.93094
0.0113749 3.38308 3.93094
0.0114345 3.38308 3.93094
0.0114944 3.38308 3.93094
0.0115547 3.38308 3.93094
0.0116152 3.38308 3.93094
0.0116761 3.38308 3.93094
0.0117373 3.38308 3.93094
0.0117988 3.38308 3.93094
0.0118607 3.38308 3.93094
0.0119228 3.38308 3.93094
0.0119853 3.38308 3.93094
0.0120481 3.38308 3.93094
0.0121113 3.38308 3.93094
0.0121747 3.38308 3.93094
0.0122385 3.38308 3.93094
0.0123027 3.38308 3.93094
0.0123672 3.38308 3.93094
0.012432 3.38308 3.93094
0.0124971 3.38308 3.93094
0.0125626 3.38308 3.93094
0.0126285 3.38308 3.93094
0.0126946 3.38308 3.93094
0.0127612 3.38308 3.93094
0.012828 3.38308 3.93094
0.0128953 3.38308 3.93094
0.0129629 3.38308 3.93094
0.0130308 3.38308 3.93094
0.0130991 3.38308 3.93094
0.0131677 3.38308 3.93094
0.0132367 3.38308 3.93094
0.0133061 3.38308 3.93094
0.0133758 3.38308 3.93094
0.0134459 3.38308 3.93094
0.0135164 3.38308 3.93094
0.0135873 3.38308 3.93094
0.0136585 3.38308 3.93094
0.01373 3.38308 3.93094
0.013802 3.38308 3.93094
0.0138743 3.38308 3.93094
0.013947 3.38308 3.93094
0.0140201 3.38308 3.93094
0.0140936 3.38308 3.93094
0.0141675 3.38308 3.93094
0.0142417 3.38308 3.93094
0.0143164 3.38308 3.93094
0.0143914 3.38308 3.93094
0.0144668 3.38308 3.93094
0.0145426 3.38308 3.93094
0.0146189 3.38308 3.93094
0.0146955 3.38308 3.93094
0.0147725 3.38308 3.93094
0.0148499 3.38308 3.93094
0.0149277 3.38308 3.93094
0.015006 3.38308 3.93094
0.0150846 3.38308 3.93094
0.0151637 3.38308 3.93094
0.0152431 3.38308 3.93094
0.015323 3.38308 3.93094
0.0154033 3.38308 3.93094
0.015484 3.38308 3.93094
0.0155652 3.38308 3.93094
0.0156468 3.38308 3.93094
0.0157288 3.38308 3.93094
0.0158112 3.38308 3.93094
0.0158941 3.38308 3.93094
0.0159774 3.38308 3.93094
0.0160611 3.38308 3.93094
0.0161453 3.38308 3.93094
0.0162299 3.38308 3.93094
0.0163149 3.38308 3.93094
0.0164004 3.38308 3.93094
0.0164864 3.38308 3.93094
0.0165728 3.38308 3.93094
0.0166597 3.38308 3.93094
0.016747 3.38308 3.93094
0.0168347 3.38308 3.93094
0.016923 3.38308 3.93094
0.0170117 3.38308 3.93094
0.0171008 3.38308 3.93094
0.0171904 3.38308 3.93094
0.0172805 3.38308 3.93094
0.0173711 3.38308 3.93094
0.0174621 3.38308 3.93094
0.0175536 3.38308 3.93094
0.0176456 3.38308 3.93094
0.0177381 3.38308 3.93094
0.0178311 3.38308 3.93094
0.0179245 3.38308 3.93094
0.0180185 3.38308 3.93094
0.0181129 3.38308 3.93094
0.0182078 3.38308 3.93094
0.0183032 3.38308 3.93094
0.0183992 3.38308 3.93094
0.0184956 3.38308 3.93094
0.0185925 3.38308 3.93094
0.01869 3.38308 3.93094
0.0187879 3.38308 3.93094
0.0188864 3.38308 3.93094
0.0189854 3.38308 3.93094
0.0190849 3.38308 3.93094
0.0191849 3.38308 3.93094
0.0192854 3.38308 3.93094
0.0193865 3.38308 3.93094
0.0194881 3.38308 3.93094
0.0195902 3.38308 3.93094
0.0196929 3.38308 3.93094
0.0197961 3.38308 3.93094
0.0198999 3.38308 3.93094
0.0200041 3.38308 3.93094
0.020109 3.38308 3.93094
0.0202144 3.38308 3.93094
0.0203203 3.38308 3.93094
0.0204268 3.38308 3.93094
0.0205339 3.38308 3.93094
0.0206415 3.38308 3.93094
0.0207497 3.38308 3.93094
0.0208584 3.38308 3.93094
0.0209677 3.38308 3.93094
0.0210776 3.38308 3.93094
0.0211881 3.38308 3.93094
0.0212991 3.38308 3.93094
0.0214107 3.38308 3.93094
0.0215229 3.38308 3.93094
0.0216357 3.38308 3.93094
0.0217491 3.38308 3.93094
0.0218631 3.38308 3.93094
0.0219777 3.38308 3.93094
0.0220929 3.38308 3.93094
0.0222087 3.38308 3.93094
0.022325 3.38308 3.93094
0.0224421 3.38308 3.93094
0.0225597 3.38308 3.93094
0.0226779 3.38308 3.93094
0.0227967 3.38308 3.93094
0.0229162 3.38308 3.93094
0.0230363 3.38308 3.93094
0.023157 3.38308 3.93094
0.0232784 3.38308 3.93094
0.0234004 3.38308 3.93094
0.023523 3.38308 3.93094
0.0236463 3.38308 3.93094
0.0237703 3.38309 3.93094
0.0238948 3.38309 3.93094
0.0240201 3.38309 3.93094
0.0241459 3.38309 3.93094
0.0242725 3.38309 3.93094
0.0243997 3.38309 3.93094
0.0245276 3.38309 3.93094
0.0246561 3.38309 3.93094
0.0247853 3.38309 3.93094
0.0249152 3.38309 3.93094
0.0250458 3.38309 3.93094
0.0251771 3.38309 3.93094
0.025309 3.38309 3.93094
0.0254416 3.38309 3.93094
0.025575 3.38309 3.93094
0.025709 3.38309 3.93094
0.0258438 3.38309 3.93094
0.0259792 3.38309 3.93094
0.0261153 3.38309 3.93094
0.0262522 3.38309 3.93094
0.0263898 3.38309 3.93095
0.0265281 3.38309 3.93095
0.0266671 3.3831 3.93095
0.0268069 3.3831 3.93095
0.0269474 3.3831 3.93095
0.0270886 3.3831 3.93095
0.0272306 3.3831 3.93095
0.0273733 3.3831 3.93095
0.0275167 3.3831 3.93095
0.027661 3.38311 3.93096
0.0278059 3.38311 3.93096
0.0279516 3.38311 3.93096
0.0280981 3.38311 3.93096
0.0282454 3.38311 3.93096
0.0283934 3.38312 3.93097
0.0285422 3.38312 3.93097
0.0286918 3.38312 3.93097
0.0288422 3.38313 3.93097
0.0289933 3.38313 3.93098
0.0291453 3.38313 3.93098
0.029298 3.38314 3.93099
0.0294516 3.38314 3.93099
0.0296059 3.38315 3.93099
0.0297611 3.38315 3.931
0.0299171 3.38316 3.931
0.0300738 3.38316 3.93101
0.0302315 3.38317 3.93101
0.0303899 3.38318 3.93102
0.0305492 3.38318 3.93103
0.0307093 3.38319 3.93103
0.0308702 3.3832 3.93104
0.031032 3.38321 3.93105
0.0311946 3.38322 3.93106
0.0313581 3.38323 3.93107
0.0315224 3.38324 3.93108
0.0316877 3.38325 3.93109
0.0318537 3.38327 3.9311
0.0320207 3.38328 3.93111
0.0321885 3.38329 3.93112
0.0323572 3.38331 3.93114
0.0325267 3.38332 3.93115
0.0326972 3.38334 3.93117
0.0328686 3.38336 3.93119
0.0330408 3.38338 3.9312
0.033214 3.3834 3.93122
0.0333881 3.38342 3.93124
0.033563 3.38345 3.93127
0.0337389 3.38347 3.93129
0.0339158 3.3835 3.93131
0.0340935 3.38353 3.93134
0.0342722 3.38356 3.93137
0.0344518 3.38359 3.9314
0.0346324 3.38363 3.93143
0.0348139 3.38366 3.93146
0.0349963 3.3837 3.9315
0.0351797 3.38374 3.93153
0.0353641 3.38379 3.93157
0.0355494 3.38383 3.93161
0.0357357 3.38388 3.93166
0.035923 3.38394 3.93171
0.0361113 3.38399 3.93175
0.0363005 3.38405 3.93181
0.0364908 3.38411 3.93186
0.036682 3.38417 3.93192
0.0368743 3.38424 3.93198
0.0370675 3.38431 3.93205
0.0372618 3.38439 3.93212
0.0374571 3.38447 3.93219
0.0376534 3.38456 3.93227
0.0378507 3.38465 3.93235
0.0380491 3.38474 3.93244
0.0382485 3.38484 3.93253
0.0384489 3.38495 3.93262
0.0386504 3.38506 3.93272
0.038853 3.38517 3.93283
0.0390566 3.3853 3.93294
0.0392613 3.38542 3.93306
0.0394671 3.38556 3.93318
0.0396739 3.3857 3.93331
0.0398818 3.38585 3.93344
0.0400908 3.38601 3.93359
0.0403009 3.38617 3.93374
0.0405122 3.38635 3.93389
0.0407245 3.38653 3.93406
0.0409379 3.38672 3.93423
0.0411525 3.38692 3.93441
0.0413681 3.38713 3.9346
0.0415849 3.38735 3.9348
0.0418029 3.38758 3.93501
0.0420219 3.38782 3.93523
0.0422422 3.38807 3.93546
0.0424636 3.38833 3.9357
0.0426861 3.38861 3.93595
0.0429098 3.3889 3.93622
0.0431347 3.3892 3.93649
0.0433608 3.38952 3.93678
0.043588 3.38985 3.93708
0.0438164 3.39019 3.93739
0.0440461 3.39055 3.93772
0.0442769 3.39092 3.93806
0.044509 3.39132 3.93842
0.0447422 3.39172 3.93879
0.0449767 3.39215 3.93918
0.0452124 3.39259 3.93959
0.0454494 3.39306 3.94001
0.0456876 3.39354 3.94045
0.045927 3.39404 3.94091
0.0461677 3.39457 3.94139
0.0464097 3.39511 3.94189
0.0466529 3.39568 3.9424
0.0468974 3.39627 3.94294
0.0471432 3.39688 3.9435
0.0473902 3.39752 3.94409
0.0476386 3.39818 3.94469
0.0478883 3.39887 3.94532
0.0481392 3.39958 3.94598
0.0483915 3.40033 3.94666
0.0486451 3.4011 3.94737
0.0489001 3.4019 3.9481
0.0491563 3.40273 3.94886
0.049414 3.40359 3.94965
0.0496729 3.40448 3.95047
0.0499333 3.40541 3.95132
0.050195 3.40637 3.9522
0.050458 3.40737 3.95311
0.0507225 3.4084 3.95406
0.0509883 3.40946 3.95504
0.0512555 3.41057 3.95605
0.0515241 3.41171 3.9571
0.0517942 3.4129 3.95819
0.0520656 3.41412 3.95931
0.0523385 3.41539 3.96048
0.0526128 3.4167 3.96168
0.0528885 3.41806 3.96292
0.0531657 3.41945 3.96421
0.0534443 3.4209 3.96554
0.0537244 3.42239 3.96691
0.054006 3.42394 3.96833
0.054289 3.42553 3.9698
0.0545735 3.42717 3.97131
0.0548595 3.42887 3.97287
0.055147 3.43062 3.97448
0.055436 3.43242 3.97614
0.0557266 3.43428 3.97785
0.0560186 3.4362 3.97962
0.0563122 3.43818 3.98144
0.0566073 3.44022 3.98332
0.056904 3.44231 3.98525
0.0572022 3.44447 3.98724
0.057502 3.4467 3.98929
0.0578034 3.44899 3.9914
0.0581063 3.45135 3.99358
0.0584108 3.45377 3.99581
0.0587169 3.45627 3.99811
0.0590247 3.45883 4.00048
0.059334 3.46147 4.00291
0.059645 3.46418 4.00542
0.0599576 3.46696 4.00799
0.0602718 3.46983 4.01063
0.0605877 3.47277 4.01335
0.0609052 3.47579 4.01614
0.0612244 3.47889 4.019
0.0615452 3.48207 4.02194
0.0618678 3.48534 4.02496
0.062192 3.48869 4.02806
0.062518 3.49213 4.03124
0.0628456 3.49566 4.0345
0.063175 3.49927 4.03784
0.0635061 3.50298 4.04127
0.0638389 3.50678 4.04479
0.0641734 3.51067 4.04839
0.0645098 3.51466 4.05208
0.0648479 3.51875 4.05587
0.0651877 3.52294 4.05974
0.0655293 3.52722 4.06371
0.0658728 3.53161 4.06777
0.066218 3.5361 4.07193
0.066565 3.54069 4.07618
0.0669139 3.54539 4.08054
0.0672646 3.5502 4.08499
0.0676171 3.55512 4.08955
0.0679715 3.56014 4.09421
0.0683277 3.56528 4.09897
0.0686858 3.57053 4.10384
0.0690458 3.5759 4.10881
0.0694076 3.58138 4.1139
0.0697714 3.58698 4.11909
0.070137 3.5927 4.12439
0.0705046 3.59854 4.12981
0.0708741 3.6045 4.13534
0.0712455 3.61059 4.14099
0.0716189 3.6168 4.14675
0.0719943 3.62313 4.15263
0.0723716 3.6296 4.15862
0.0727509 3.63619 4.16474
0.0731321 3.64291 4.17098
0.0735154 3.64976 4.17734
0.0739007 3.65674 4.18383
0.074288 3.66386 4.19043
0.0746773 3.67111 4.19717
0.0750687 3.6785 4.20403
0.0754621 3.68603 4.21102
0.0758576 3.69369 4.21814
0.0762551 3.7015 4.22539
0.0766548 3.70945 4.23277
0.0770565 3.71753 4.24029
0.0774604 3.72576 4.24793
0.0778663 3.73414 4.25572
0.0782744 3.74266 4.26363
0.0786846 3.75133 4.27169
0.079097 3.76014 4.27988
0.0795115 3.76911 4.28821
0.0799282 3.77822 4.29668
0.0803471 3.78748 4.30528
0.0807682 3.7969 4.31403
0.0811915 3.80646 4.32293
0.081617 3.81618 4.33196
0.0820447 3.82605 4.34114
0.0824747 3.83608 4.35046
0.0829069 3.84626 4.35992
0.0833414 3.8566 4.36953
0.0837782 3.8671 4.37929
0.0842173 3.87775 4.38919
0.0846587 3.88857 4.39924
0.0851023 3.89954 4.40944
0.0855483 3.91067 4.41979
0.0859967 3.92196 4.43028
0.0864474 3.93341 4.44093
0.0869004 3.94502 4.45172
0.0873559 3.9568 4.46267
0.0878137 3.96873 4.47376
0.0882739 3.98083 4.48501
0.0887365 3.99309 4.4964
0.0892016 4.00551 4.50795
0.0896691 4.0181 4.51965
0.090139 4.03085 4.5315
0.0906114 4.04377 4.5435
0.0910863 4.05685 4.55565
0.0915636 4.07009 4.56796
0.0920435 4.0835 4.58042
0.0925259 4.09707 4.59303
0.0930108 4.1108 4.60579
0.0934983 4.1247 4.61871
0.0939883 4.13877 4.63177
0.0944808 4.153 4.64499
0.094976 4.16739 4.65836
0.0954738 4.18195 4.67188
0.0959741 4.19667 4.68555
0.0964771 4.21156 4.69938
0.0969827 4.22661 4.71335
0.097491 4.24182 4.72748
0.0980019 4.2572 4.74175
0.0985155 4.27273 4.75618
0.0990318 4.28843 4.77075
0.0995508 4.3043 4.78548
0.100073 4.32032 4.80035
0.100597 4.3365 4.81537
0.101124 4.35285 4.83053
0.101654 4.36935 4.84584
0.102187 4.38602 4.8613
0.102723 4.40284 4.87691
0.103261 4.41982 4.89265
0.103802 4.43695 4.90855
0.104346 4.45425 4.92458
0.104893 4.4717 4.94076
0.105443 4.4893 4.95708
0.105995 4.50706 4.97354
0.106551 4.52497 4.99014
0.107109 4.54303 5.00688
0.10767 4.56124 5.02375
0.108235 4.5796 5.04076
0.108802 4.59811 5.05791
0.109372 4.61677 5.07519
0.109945 4.63558 5.09261
0.110522 4.65453 5.11016
0.111101 4.67363 5.12784
0.111683 4.69287 5.14565
0.112268 4.71225 5.16359
0.112857 4.73178 5.18166
0.113448 4.75144 5.19985
0.114043 4.77124 5.21817
0.11464 4.79118 5.23661
0.115241 4.81125 5.25517
0.115845 4.83146 5.27386
0.116452 4.8518 5.29267
0.117063 4.87227 5.31159
0.117676 4.89287 5.33063
0.118293 4.9136 5.34979
0.118913 4.93445 5.36906
0.119536 4.95543 5.38844
0.120163 4.97654 5.40793
0.120792 4.99776 5.42754
0.121425 5.01911 5.44725
0.122062 5.04057 5.46706
0.122701 5.06215 5.48698
0.123344 5.08385 5.50701
0.123991 5.10566 5.52713
0.124641 5.12758 5.54736
0.125294 5.14961 5.56768
0.125951 5.17175 5.5881
0.126611 5.19399 5.60861
0.127274 5.21634 5.62922
0.127941 5.23879 5.64992
0.128612 5.26135 5.6707
0.129286 5.284 5.69158
0.129963 5.30674 5.71254
0.130644 5.32959 5.73358
0.131329 5.35252 5.75471
0.132017 5.37554 5.77591
0.132709 5.39866 5.79719
0.133405 5.42186 5.81855
0.134104 5.44515 5.83999
0.134807 5.46851 5.8615
0.135513 5.49196 5.88307
0.136223 5.51549 5.90472
0.136937 5.5391 5.92643
0.137655 5.56277 5.94821
0.138376 5.58653 5.97005
0.139102 5.61035 5.99196
0.139831 5.63424 6.01392
0.140563 5.65819 6.03594
0.1413 5.68222 6.05801
0.142041 5.7063 6.08014
0.142785 5.73044 6.10232
0.143533 5.75464 6.12455
0.144286 5.7789 6.14683
0.145042 5.8032 6.16915
0.145802 5.82757 6.19152
0.146566 5.85197 6.21393
0.147334 5.87643 6.23637
0.148106 5.90093 6.25886
0.148883 5.92548 6.28138
0.149663 5.95006 6.30394
0.150447 5.97469 6.32653
0.151236 5.99934 6.34915
0.152028 6.02404 6.37179
0.152825 6.04876 6.39446
0.153626 6.07352 6.41716
0.154431 6.0983 6.43988
0.15524 6.12311 6.46262
0.156054 6.14794 6.48538
0.156872 6.1728 6.50815
0.157694 6.19767 6.53094
0.15852 6.22256 6.55375
0.159351 6.24747 6.57656
0.160186 6.27238 6.59938
0.161026 6.29731 6.62221
0.16187 6.32225 6.64505
0.162718 6.3472 6.66789
0.163571 6.37215 6.69073
0.164428 6.3971 6.71357
0.16529 6.42205 6.7364
0.166156 6.447 6.75924
0.167027 6.47195 6.78207
0.167902 6.49689 6.80489
0.168782 6.52183 6.8277
0.169667 6.54675 6.8505
0.170556 6.57166 6.87329
0.17145 6.59657 6.89607
0.172348 6.62145 6.91883
0.173251 6.64632 6.94157
0.174159 6.67117 6.96429
0.175072 6.69599 6.98699
0.17599 6.7208 7.00967
0.176912 6.74558 7.03232
0.177839 6.77033 7.05495
0.178771 6.79506 7.07754
0.179708 6.81975 7.10012
0.18065 6.84442 7.12265
0.181597 6.86904 7.14516
0.182548 6.89364 7.16763
0.183505 6.91819 7.19007
0.184467 6.94271 7.21247
0.185434 6.96719 7.23483
0.186405 6.99162 7.25716
0.187382 7.01601 7.27944
0.188364 7.04035 7.30168
0.189352 7.06465 7.32387
0.190344 7.0889 7.34602
0.191341 7.11309 7.36812
0.192344 7.13724 7.39017
0.193352 7.16133 7.41217
0.194366 7.18536 7.43412
0.195384 7.20934 7.45602
0.196408 7.23326 7.47787
0.197438 7.25712 7.49966
