# Temperature_MeV relativistic_dofs_MeV entropy_dofs_MeV
88.9595 16.9605 16.6111
89.4257 16.9903 16.6389
89.8944 17.0205 16.6671
90.3655 17.051 16.6956
90.8391 17.082 16.7245
91.3152 17.1135 16.7537
91.7938 17.1453 16.7833
92.2748 17.1777 16.8132
92.7584 17.2104 16.8435
93.2446 17.2437 16.8743
93.7332 17.2774 16.9054
94.2245 17.3116 16.9369
94.7183 17.3464 16.9689
95.2147 17.3816 17.0013
95.7137 17.4174 17.0342
96.2153 17.4538 17.0675
96.7196 17.4907 17.1013
97.2264 17.5283 17.1356
97.736 17.5664 17.1704
98.2482 17.6051 17.2057
98.7631 17.6445 17.2416
99.2807 17.6845 17.278
99.801 17.7252 17.3149
100.324 17.7666 17.3524
100.85 17.8087 17.3905
101.378 17.8515 17.4293
101.91 17.8951 17.4687
102.444 17.9395 17.5087
102.981 17.9846 17.5493
103.52 18.0305 17.5907
104.063 18.0773 17.6327
104.608 18.1248 17.6754
105.156 18.1733 17.7189
105.708 18.2227 17.7631
106.262 18.273 17.8081
106.818 18.3242 17.8539
107.378 18.3764 17.9005
107.941 18.4297 17.948
108.507 18.4839 17.9963
109.075 18.5392 18.0455
109.647 18.5956 18.0956
110.222 18.653 18.1466
110.799 18.7117 18.1986
111.38 18.7715 18.2516
111.964 18.8324 18.3056
112.551 18.8945 18.3605
113.14 18.9581 18.4167
113.733 19.0228 18.4738
114.329 19.0888 18.5321
114.929 19.1563 18.5915
115.531 19.2251 18.652
116.136 19.2954 18.7139
116.745 19.3671 18.7769
117.357 19.4404 18.8413
117.972 19.5152 18.9068
118.59 19.5916 18.9738
119.212 19.6696 19.0421
119.836 19.7337 19.1002
120.464 20.1342 19.4116
121.096 20.229 19.4943
121.73 20.3396 19.5889
122.368 20.4515 19.6848
123.01 20.5649 19.7821
123.654 20.6796 19.8806
124.302 20.7956 19.9804
124.954 20.9131 20.0815
125.609 21.0319 20.1838
126.267 21.1523 20.2877
126.929 21.2739 20.3926
127.594 21.3972 20.4991
128.263 21.5216 20.6068
128.935 21.6476 20.7158
129.611 21.7749 20.8261
130.29 21.9147 20.9461
130.973 22.0704 21.0784
131.659 22.2282 21.2125
132.349 22.3879 21.3486
133.043 22.5495 21.4864
133.74 22.7133 21.6262
134.441 22.8792 21.768
135.145 23.0469 21.9115
135.854 23.2169 22.0571
136.566 23.3888 22.2046
137.281 23.5628 22.3539
138.001 23.7389 22.5053
138.724 23.9173 22.6588
139.451 24.0977 22.8142
140.182 24.2821 22.9729
140.917 24.4862 23.1469
141.655 24.6954 23.3252
142.398 24.9072 23.5059
143.144 25.1215 23.689
143.894 25.3385 23.8747
144.648 25.5581 24.0627
145.406 25.7805 24.2534
146.168 26.0055 24.4465
146.934 26.2332 24.6422
147.704 26.4637 24.8404
148.479 26.6968 25.0411
149.257 26.9329 25.2445
150.039 27.1715 25.4504
150.825 27.4135 25.6593
151.616 27.6582 25.8708
152.41 27.9056 26.0848
153.209 28.1561 26.3017
154.012 28.4092 26.5211
154.819 28.6653 26.7432
155.63 28.9244 26.9681
156.446 29.1862 27.1955
157.266 29.4511 27.426
158.09 29.7187 27.6588
158.919 29.9894 27.8946
159.752 30.263 28.1332
160.589 30.5331 28.3696
161.43 30.7954 28.6006
162.276 31.061 28.8347
163.127 31.3291 29.0711
163.982 31.5999 29.3101
164.841 31.8738 29.5518
165.705 32.1758 29.8152
166.574 32.4876 30.0867
167.447 32.8025 30.361
168.324 33.1213 30.6389
169.206 33.4432 30.9198
170.093 33.7674 31.2031
170.984 34.0829 31.4804
171.881 34.4001 31.7596
172.781 34.7209 32.0422
173.687 35.0444 32.3273
174.597 35.3716 32.6159
175.512 35.6643 32.8791
176.432 35.8879 33.0906
177.357 36.1126 33.3032
178.286 36.3385 33.5169
179.22 36.5651 33.7313
180.16 36.8038 33.955
181.104 37.0881 34.2133
182.053 37.3735 34.4728
183.007 37.6609 34.7342
183.966 37.9508 34.9979
184.93 38.2443 35.2648
185.9 38.4455 35.4625
186.874 38.6359 35.6521
187.853 38.8264 35.8418
188.838 39.0169 36.0316
189.827 39.2077 36.2216
190.822 39.4134 36.4228
191.822 39.6266 36.6298
192.828 39.8405 36.8373
193.838 40.0549 37.0454
194.854 40.2709 37.2547
195.875 40.4528 37.4385
196.902 40.6137 37.6064
197.934 40.7748 37.7743
198.971 40.9353 37.9418
200.014 41.0951 38.1086
201.062 41.249 38.2708
202.116 41.4022 38.4323
203.175 41.5545 38.5931
204.24 41.7063 38.7534
205.31 41.8574 38.9129
206.386 42.0079 39.0719
207.468 42.1576 39.2302
208.555 42.3067 39.388
209.648 42.455 39.5449
210.747 42.6076 39.7049
211.851 42.7647 39.8683
212.962 42.9214 40.0312
214.078 43.0773 40.1935
215.2 43.2347 40.3567
216.328 43.3976 40.524
217.461 43.5602 40.6911
218.601 43.7225 40.8578
219.747 43.8845 41.0242
220.898 44.0482 41.1918
222.056 44.2123 41.3597
223.22 44.3761 41.5273
224.39 44.5397 41.6947
225.565 44.7016 41.8607
226.748 44.8604 42.0244
227.936 45.0188 42.1877
229.131 45.177 42.3507
230.331 45.3346 42.5132
231.539 45.4865 42.6714
232.752 45.638 42.8292
233.972 45.789 42.9864
235.198 45.9396 43.1434
236.431 46.09 43.3
237.67 46.2402 43.4564
238.915 46.3897 43.6121
240.167 46.5388 43.7675
241.426 46.6883 43.9231
242.691 46.8372 44.0781
243.963 46.9858 44.2328
245.242 47.134 44.3871
246.527 47.2837 44.5424
247.819 47.4331 44.6975
249.118 47.582 44.852
250.423 47.7347 45.0094
251.736 47.8951 45.1724
253.055 48.055 45.3351
254.381 48.2142 45.4971
255.715 48.4009 45.6799
257.055 48.6146 45.883
258.402 48.8291 46.0869
259.756 49.0469 46.2934
261.117 49.1991 46.4508
262.486 49.3263 46.5892
263.862 49.4532 46.7273
265.244 49.5793 46.8645
266.634 49.7044 47.0008
268.032 49.8287 47.1363
269.437 49.952 47.271
270.849 50.078 47.4074
272.268 50.2058 47.5451
273.695 50.3327 47.682
275.129 50.4589 47.8181
276.571 50.5842 47.9534
278.021 50.7088 48.088
279.478 50.8326 48.2219
280.942 50.954 48.3539
282.415 51.0736 48.4843
283.895 51.1922 48.6137
285.383 51.3099 48.7423
286.878 51.4268 48.8702
288.382 51.5428 48.9972
289.893 51.6579 49.1234
291.413 51.7745 49.2505
292.94 51.8906 49.3771
294.475 52.006 49.503
296.018 52.1204 49.628
297.57 52.234 49.7522
299.129 52.3468 49.8756
300.697 52.4597 49.999
302.273 52.5747 50.1238
303.857 52.6887 50.2477
305.449 52.8021 50.3709
307.05 52.9147 50.4934
308.659 53.0263 50.615
310.277 53.138 50.7365
311.903 53.255 50.8619
313.538 53.3713 50.9866
315.181 53.4868 51.1106
316.833 53.6017 51.234
318.493 53.716 51.3568
320.162 53.8279 51.4776
321.84 53.9295 51.5906
323.527 54.03 51.7025
325.223 54.1295 51.8136
326.927 54.2281 51.9238
328.64 54.3258 52.0331
330.363 54.4236 52.1423
332.094 54.5261 52.2549
333.834 54.6281 52.367
335.584 54.7292 52.4782
337.343 54.8295 52.5886
339.111 54.9289 52.6982
340.888 55.029 52.8082
342.674 55.1298 52.9185
344.47 55.2298 53.0282
346.276 55.329 53.137
348.09 55.4274 53.2451
349.915 55.5249 53.3524
351.749 55.6204 53.458
353.592 55.7148 53.5626
355.445 55.8084 53.6665
357.308 55.901 53.7695
359.181 55.9927 53.8716
361.063 56.0858 53.9746
362.955 56.18 54.0783
364.857 56.2734 54.1813
366.77 56.366 54.2834
368.692 56.4577 54.3848
370.624 56.5505 54.4868
372.566 56.6522 54.5954
374.519 56.7529 54.7032
376.482 56.853 54.8104
378.455 56.9525 54.917
380.438 57.0488 55.0211
382.432 57.1345 55.1171
384.436 57.2189 55.2119
386.451 57.3023 55.3058
388.476 57.3848 55.3989
390.512 57.4692 55.4933
392.559 57.5609 55.593
394.616 57.6516 55.6918
396.684 57.7416 55.79
398.763 57.8309 55.8876
400.853 57.9199 55.9847
402.954 58.0087 56.0816
405.066 58.0968 56.1778
407.188 58.1842 56.2734
409.322 58.2709 56.3683
411.468 58.3587 56.464
413.624 58.4467 56.5597
415.792 58.534 56.6547
417.971 58.6207 56.7491
420.161 58.7068 56.843
422.363 58.7938 56.9374
424.577 58.8804 57.0314
426.802 58.9662 57.1247
429.039 59.0513 57.2174
431.287 59.1392 57.312
433.548 59.2291 57.4081
435.82 59.3185 57.5036
438.104 59.4072 57.5986
440.4 59.4958 57.6934
442.708 59.5848 57.7884
445.028 59.6733 57.8829
447.36 59.7613 57.9768
449.705 59.8487 58.0704
452.062 59.9374 58.1648
454.431 60.0261 58.2591
456.813 60.1143 58.3529
459.207 60.202 58.4462
461.613 60.288 58.5383
464.032 60.373 58.6294
466.464 60.4575 58.7201
468.909 60.5414 58.8103
471.366 60.6238 58.8991
473.837 60.7046 58.9867
476.32 60.7849 59.0739
478.816 60.8645 59.1604
481.326 60.9429 59.2458
483.848 61.0202 59.3303
486.384 61.0967 59.4142
488.933 61.1726 59.4975
491.496 61.2503 59.5819
494.071 61.3298 59.6677
496.661 61.4086 59.7528
499.264 61.4868 59.8374
501.88 61.5614 59.9192
504.51 61.6346 59.9997
507.154 61.7073 60.0799
509.812 61.7798 60.1597
512.484 61.8568 60.2428
515.17 61.934 60.326
517.87 62.0108 60.4088
520.584 62.0872 60.4912
523.312 62.1637 60.5735
526.055 62.2407 60.6562
528.812 62.3171 60.7383
531.583 62.3916 60.8188
534.369 62.4644 60.898
537.17 62.5367 60.9768
539.985 62.6084 61.055
542.815 62.6778 61.1313
545.66 62.7463 61.2069
548.519 62.8142 61.2819
551.394 62.8826 61.3572
554.284 62.9515 61.4327
557.189 63.02 61.5079
560.109 63.088 61.5825
563.044 63.1552 61.6564
565.995 63.222 61.73
568.961 63.2884 61.8031
571.943 63.3548 61.8761
574.941 63.4209 61.9489
577.954 63.4866 62.0212
580.983 63.5525 62.0936
584.028 63.619 62.1663
587.088 63.6851 62.2386
590.165 63.7508 62.3105
593.258 63.8156 62.3816
596.367 63.8801 62.4525
599.493 63.9442 62.5228
602.635 64.0087 62.5935
605.793 64.073 62.6639
608.968 64.137 62.7339
612.159 64.201 62.8039
615.367 64.2647 62.8735
618.592 64.3282 62.9429
621.834 64.3915 63.0121
625.093 64.4547 63.081
628.369 64.5175 63.1497
631.662 64.5805 63.2183
634.973 64.6439 63.2872
638.301 64.7069 63.3557
641.646 64.7698 63.424
645.009 64.8327 63.4923
648.389 64.8953 63.5602
651.787 64.9587 63.6287
655.203 65.0229 63.6976
658.637 65.0867 63.7662
662.088 65.1511 63.8352
665.558 65.2158 63.9043
669.046 65.2802 63.9732
672.553 65.3446 64.042
676.078 65.4088 64.1106
679.621 65.4729 64.1789
683.182 65.5368 64.2471
686.763 65.6006 64.3152
690.362 65.6641 64.3829
693.98 65.7277 64.4507
697.617 65.7909 64.5181
701.273 65.8543 64.5856
704.949 65.9181 64.6533
708.643 65.9816 64.7207
712.357 66.0477 64.7901
716.09 66.1155 64.8607
719.843 66.1833 64.9311
723.616 66.2526 65.0028
727.408 66.3221 65.0745
731.22 66.3896 65.1447
735.052 66.4526 65.2114
738.905 66.5154 65.278
742.777 66.5758 65.3427
746.67 66.6351 65.4064
750.583 66.6943 65.4701
754.517 66.7546 65.5345
758.471 66.8147 65.5987
762.446 66.8757 65.6635
766.442 66.937 65.7285
770.459 66.9981 65.7932
774.496 67.0595 65.8581
778.555 67.1205 65.9227
782.636 67.1818 65.9875
786.737 67.2432 66.0522
790.861 67.3045 66.1168
795.005 67.3657 66.1813
799.172 67.4267 66.2456
803.36 67.4873 66.3096
807.57 67.5477 66.3734
811.803 67.6072 66.4364
816.057 67.666 66.4988
820.334 67.7242 66.5607
824.633 67.7792 66.6203
828.955 67.8337 66.6793
833.299 67.8912 66.7405
837.667 67.9494 66.8022
842.057 68.0047 66.8616
846.47 68.0557 66.9177
850.906 68.1075 66.9744
855.365 68.1635 67.0341
859.848 68.2192 67.0936
864.354 68.2757 67.1536
868.884 68.332 67.2134
873.438 68.3884 67.2732
878.015 68.4448 67.333
882.617 68.5006 67.3922
887.243 68.5559 67.4511
891.893 68.6112 67.5099
896.567 68.6667 67.5688
901.265 68.7217 67.6272
905.989 68.7761 67.6852
910.737 68.8303 67.7429
915.51 68.8848 67.8008
920.308 68.9389 67.8584
925.131 68.9921 67.9152
929.98 69.045 67.9718
934.853 69.0987 68.0288
939.753 69.1523 68.0858
944.678 69.2045 68.1416
949.629 69.2564 68.1972
954.606 69.3082 68.2527
959.609 69.3599 68.308
964.638 69.4118 68.3634
969.693 69.4635 68.4186
974.775 69.5153 68.4737
979.884 69.5667 68.5286
985.019 69.6169 68.5825
990.181 69.6667 68.6361
995.371 69.7162 68.6893
1000.59 69.7672 68.7437
1005.83 69.827 68.8046
1011.1 69.8871 68.8657
1016.4 69.9473 68.9269
1021.73 70.0073 68.9879
1027.08 70.0673 69.0489
1032.47 70.1273 69.1099
1037.88 70.1872 69.1708
1043.32 70.247 69.2316
1048.78 70.3067 69.2922
1054.28 70.3664 69.353
1059.81 70.426 69.4136
1065.36 70.4855 69.4741
1070.94 70.5448 69.5344
1076.56 70.6043 69.5949
1082.2 70.6635 69.6552
1087.87 70.7226 69.7153
1093.57 70.7817 69.7754
1099.3 70.8407 69.8355
1105.06 70.8996 69.8954
1110.85 70.9584 69.9553
1116.68 71.0172 70.0151
1122.53 71.0758 70.0748
1128.41 71.1343 70.1344
1134.33 71.1928 70.1939
1140.27 71.2511 70.2533
1146.25 71.3093 70.3126
1152.25 71.3674 70.3718
1158.29 71.4254 70.4309
1164.36 71.4833 70.4899
1170.47 71.541 70.5489
1176.6 71.5986 70.6076
1182.77 71.6562 70.6663
1188.96 71.7136 70.7249
1195.2 71.7708 70.7834
1201.46 71.828 70.8418
1207.76 71.885 70.9
1214.09 71.9419 70.9581
1220.45 71.9987 71.0161
1226.84 72.0553 71.0739
1233.27 72.1118 71.1317
1239.74 72.1682 71.1894
1246.23 72.2243 71.2469
1252.77 72.2805 71.3043
1259.33 72.3364 71.3616
1265.93 72.3922 71.4187
1272.57 72.4478 71.4757
1279.23 72.5032 71.5325
1285.94 72.5586 71.5892
1292.68 72.6138 71.6458
1299.45 72.6687 71.7023
1306.26 72.7237 71.7586
1313.11 72.7784 71.8148
1319.99 72.8328 71.8707
1326.91 72.8872 71.9266
1333.86 72.9414 71.9823
1340.85 72.9955 72.0379
1347.88 73.0494 72.0933
1354.94 73.1031 72.1486
1362.05 73.1565 72.2037
1369.18 73.2099 72.2586
1376.36 73.2631 72.3134
1383.57 73.3161 72.3681
1390.82 73.3689 72.4226
1398.11 73.4215 72.4768
1405.44 73.4739 72.531
1412.81 73.5262 72.585
1420.21 73.5782 72.6388
1427.65 73.6301 72.6924
1435.14 73.6818 72.7459
1442.66 73.7332 72.7991
1450.22 73.7845 72.8523
1457.82 73.8356 72.9052
1465.46 73.8865 72.958
1473.14 73.9372 73.0106
1480.86 73.9877 73.0629
1488.62 74.0381 73.1152
1496.42 74.0881 73.1672
1504.26 74.1381 73.2191
1512.15 74.1878 73.2708
1520.07 74.2372 73.3222
1528.04 74.2865 73.3736
1536.05 74.3356 73.4247
1544.1 74.3844 73.4756
1552.19 74.433 73.5263
1560.32 74.4814 73.5768
1568.5 74.5297 73.6272
1576.72 74.5777 73.6774
1584.98 74.6254 73.7272
1593.29 74.6729 73.7769
1601.64 74.7203 73.8265
1610.04 74.7675 73.8759
1618.47 74.8143 73.925
1626.96 74.861 73.9739
1635.48 74.9075 74.0227
1644.05 74.9537 74.0713
1652.67 74.9997 74.1196
1661.33 75.0454 74.1677
1670.04 75.091 74.2156
1678.79 75.1364 74.2634
1687.59 75.1814 74.3108
1696.43 75.2263 74.3582
1705.32 75.271 74.4052
1714.26 75.3154 74.4521
1723.24 75.3596 74.4988
1732.28 75.4034 74.5452
1741.35 75.4472 74.5915
1750.48 75.4907 74.6375
1759.65 75.534 74.6833
1768.88 75.577 74.7289
1778.15 75.6197 74.7742
1787.47 75.6623 74.8194
1796.83 75.7046 74.8643
1806.25 75.7467 74.9091
1815.72 75.7886 74.9536
1825.23 75.8302 74.9979
1834.8 75.8716 75.0419
1844.41 75.9127 75.0858
1854.08 75.9536 75.1294
1863.8 75.9943 75.1728
1873.56 76.0347 75.216
1883.38 76.0749 75.259
1893.25 76.1149 75.3017
1903.18 76.1546 75.3443
1913.15 76.1941 75.3866
1923.18 76.2333 75.4287
1933.26 76.2723 75.4705
1943.39 76.3111 75.5122
1953.57 76.3497 75.5536
1963.81 76.3879 75.5947
1974.1 76.426 75.6358
1984.45 76.4639 75.6765
1994.85 76.5014 75.717
2005.3 76.5388 75.7573
2015.81 76.5759 75.7974
2026.38 76.6129 75.8373
2037 76.6495 75.8769
2047.67 76.6859 75.9163
2058.4 76.7221 75.9555
2069.19 76.758 75.9944
2080.04 76.7938 76.0332
2090.94 76.8293 76.0717
2101.9 76.8645 76.1101
2112.91 76.8996 76.1481
2123.98 76.9343 76.186
2135.12 76.9689 76.2236
2146.31 77.0032 76.261
2157.55 77.0373 76.2982
2168.86 77.0712 76.3352
2180.23 77.1048 76.3719
2191.65 77.1382 76.4085
2203.14 77.1714 76.4448
2214.69 77.2043 76.4808
2226.29 77.237 76.5167
2237.96 77.2696 76.5523
2249.69 77.3018 76.5878
2261.48 77.3339 76.623
2273.33 77.3657 76.658
2285.25 77.3973 76.6928
2297.22 77.4286 76.7273
2309.26 77.4598 76.7617
2321.36 77.4907 76.7957
2333.53 77.5214 76.8296
2345.76 77.5519 76.8633
2358.05 77.5822 76.8968
2370.41 77.6122 76.9301
2382.83 77.6421 76.9631
2395.32 77.6717 76.9959
2407.88 77.7011 77.0286
2420.49 77.7303 77.061
2433.18 77.7592 77.0931
2445.93 77.788 77.1252
2458.75 77.8165 77.1569
2471.64 77.8448 77.1885
2484.59 77.8729 77.2198
2497.61 77.9009 77.251
2510.7 77.9286 77.2819
2523.86 77.9561 77.3127
2537.09 77.9833 77.3432
2550.38 78.0104 77.3735
2563.75 78.0373 77.4037
2577.18 78.064 77.4336
2590.69 78.0905 77.4633
2604.27 78.1167 77.4928
2617.92 78.1428 77.5221
2631.64 78.1686 77.5512
2645.43 78.1943 77.5801
2659.29 78.2197 77.6088
2673.23 78.245 77.6373
2687.24 78.2701 77.6656
2701.32 78.295 77.6937
2715.48 78.3197 77.7216
2729.71 78.3441 77.7493
2744.02 78.3684 77.7769
2758.4 78.3925 77.8042
2772.85 78.4164 77.8313
2787.39 78.4402 77.8583
2802 78.4637 77.885
2816.68 78.487 77.9116
2831.44 78.5102 77.9379
2846.28 78.5332 77.9641
2861.2 78.5559 77.9901
2876.19 78.5786 78.0159
2891.27 78.601 78.0415
2906.42 78.6233 78.067
2921.65 78.6454 78.0922
2936.96 78.6672 78.1173
2952.35 78.6889 78.1422
2967.83 78.7105 78.1669
2983.38 78.7319 78.1914
2999.02 78.7531 78.2158
3014.73 78.7741 78.2399
3030.53 78.795 78.264
3046.42 78.8157 78.2878
3062.38 78.8361 78.3114
3078.43 78.8565 78.3348
3094.56 78.8767 78.3581
3110.78 78.8967 78.3813
3127.09 78.9165 78.4042
3143.47 78.9362 78.427
3159.95 78.9557 78.4496
3176.51 78.9751 78.472
3193.16 78.9943 78.4943
3209.89 79.0134 78.5164
3226.71 79.0322 78.5383
3243.62 79.051 78.5601
3260.62 79.0695 78.5817
3277.71 79.0879 78.6031
3294.89 79.1062 78.6244
3312.16 79.1243 78.6455
3329.52 79.1422 78.6664
3346.97 79.1601 78.6872
3364.51 79.1777 78.7079
3382.14 79.1953 78.7283
3399.86 79.2126 78.7487
3417.68 79.2299 78.7688
3435.59 79.247 78.7889
3453.6 79.2638 78.8087
3471.7 79.2807 78.8284
3489.89 79.2973 78.848
3508.18 79.3138 78.8674
3526.57 79.3302 78.8866
3545.05 79.3464 78.9057
3563.63 79.3625 78.9247
3582.31 79.3785 78.9435
3601.08 79.3943 78.9622
3619.95 79.41 78.9807
3638.92 79.4256 78.9991
3658 79.441 79.0173
3677.17 79.4563 79.0354
3696.44 79.4715 79.0534
3715.81 79.4865 79.0712
3735.28 79.5014 79.0888
3754.86 79.5162 79.1063
3774.54 79.5308 79.1238
3794.32 79.5454 79.141
3814.21 79.5598 79.1581
3834.19 79.5741 79.1751
3854.29 79.5882 79.192
3874.49 79.6023 79.2087
3894.79 79.6162 79.2253
3915.21 79.63 79.2418
3935.73 79.6437 79.2581
3956.35 79.6573 79.2743
3977.09 79.6708 79.2904
3997.93 79.6841 79.3063
4018.88 79.6973 79.3222
4039.94 79.7104 79.3379
4061.12 79.7234 79.3534
4082.4 79.7363 79.3689
4103.8 79.7491 79.3842
4125.3 79.7618 79.3994
4146.92 79.7744 79.4145
4168.66 79.7868 79.4295
4190.5 79.7992 79.4443
4212.46 79.8114 79.459
4234.54 79.8236 79.4737
4256.73 79.8356 79.4882
4279.04 79.8475 79.5025
4301.47 79.8594 79.5168
4324.01 79.8711 79.5309
4346.67 79.8827 79.545
4369.45 79.8943 79.5589
4392.35 79.9057 79.5727
4415.37 79.9171 79.5865
4438.51 79.9283 79.6
4461.77 79.9395 79.6135
4485.16 79.9505 79.6269
4508.66 79.9615 79.6402
4532.29 79.9723 79.6533
4556.04 79.9831 79.6664
4579.92 79.9938 79.6793
4603.92 80.0044 79.6922
4628.05 80.0149 79.705
4652.31 80.0253 79.7176
4676.69 80.0357 79.7302
4701.2 80.0459 79.7426
4725.84 80.056 79.755
4750.6 80.0661 79.7672
4775.5 80.0761 79.7794
4800.53 80.086 79.7914
4825.69 80.0958 79.8034
4850.98 80.1055 79.8153
4876.4 80.1152 79.827
4901.96 80.1247 79.8387
4927.65 80.1342 79.8503
4953.47 80.1437 79.8618
4979.43 80.153 79.8732
5005.53 80.1622 79.8845
5031.76 80.1714 79.8957
5058.13 80.1805 79.9069
5084.64 80.1895 79.9179
5111.29 80.1985 79.9289
5138.08 80.2074 79.9397
5165 80.2162 79.9505
5192.07 80.2249 79.9612
5219.28 80.2336 79.9718
5246.64 80.2422 79.9823
5274.13 80.2507 79.9928
5301.77 80.2591 80.0031
5329.56 80.2675 80.0134
5357.49 80.2758 80.0236
5385.57 80.284 80.0337
5413.79 80.2922 80.0438
5442.17 80.3003 80.0538
5470.69 80.3084 80.0636
5499.36 80.3163 80.0734
5528.18 80.3242 80.0831
5557.15 80.3321 80.0928
5586.28 80.3399 80.1024
5615.55 80.3476 80.1119
5644.98 80.3553 80.1213
5674.57 80.3629 80.1306
5704.31 80.3705 80.14
5734.2 80.3779 80.1492
5764.25 80.3854 80.1583
5794.46 80.3927 80.1674
5824.83 80.4 80.1764
5855.36 80.4073 80.1854
5886.04 80.4145 80.1942
5916.89 80.4217 80.203
5947.9 80.4287 80.2117
5979.07 80.4358 80.2204
6010.41 80.4428 80.229
6041.91 80.4497 80.2375
6073.57 80.4566 80.246
6105.4 80.4634 80.2544
6137.4 80.4702 80.2628
6169.56 80.4769 80.271
6201.9 80.4836 80.2792
6234.4 80.4902 80.2874
6267.07 80.4968 80.2955
6299.92 80.5034 80.3036
6332.94 80.5099 80.3116
6366.13 80.5163 80.3195
6399.49 80.5227 80.3274
6433.03 80.5291 80.3352
6466.74 80.5354 80.343
6500.63 80.5417 80.3507
6534.7 80.5479 80.3584
6568.95 80.5541 80.366
6603.38 80.5602 80.3735
6637.98 80.5664 80.381
6672.77 80.5725 80.3885
6707.74 80.5785 80.3959
6742.9 80.5845 80.4032
6778.23 80.5905 80.4106
6813.76 80.5964 80.4178
6849.47 80.6024 80.4251
6885.36 80.6082 80.4322
6921.45 80.6141 80.4393
6957.72 80.6199 80.4464
6994.19 80.6257 80.4535
7030.84 80.6314 80.4605
7067.69 80.6371 80.4675
7104.73 80.6428 80.4744
7141.96 80.6485 80.4812
7179.39 80.6541 80.4881
7217.02 80.6598 80.4949
7254.84 80.6653 80.5017
7292.86 80.6709 80.5084
7331.09 80.6765 80.5151
7369.51 80.682 80.5218
7408.13 80.6875 80.5284
7446.95 80.693 80.535
7485.98 80.6985 80.5416
7525.21 80.7039 80.5481
7564.65 80.7094 80.5546
7604.3 80.7148 80.5612
7644.15 80.7202 80.5676
7684.21 80.7256 80.574
7724.48 80.731 80.5805
7764.97 80.7364 80.5869
7805.66 80.7418 80.5932
7846.57 80.7472 80.5996
7887.69 80.7525 80.6059
7929.03 80.7579 80.6122
7970.58 80.7633 80.6185
8012.36 80.7686 80.6247
8054.35 80.7739 80.631
8096.56 80.7793 80.6373
8138.99 80.7846 80.6435
8181.65 80.79 80.6497
8224.52 80.7953 80.6559
8267.63 80.8007 80.6621
8310.96 80.8061 80.6683
8354.51 80.8115 80.6745
8398.3 80.8168 80.6807
8442.31 80.8223 80.6869
8486.56 80.8277 80.6931
8531.03 80.8331 80.6992
8575.74 80.8385 80.7054
8620.68 80.844 80.7116
8665.86 80.8495 80.7178
8711.28 80.855 80.7239
8756.93 80.8605 80.7301
8802.83 80.866 80.7363
8848.96 80.8716 80.7426
8895.34 80.8772 80.7487
8941.96 80.8828 80.755
8988.82 80.8885 80.7612
9035.93 80.8942 80.7675
9083.28 80.8999 80.7738
9130.89 80.9056 80.78
9178.74 80.9114 80.7863
9226.85 80.9172 80.7927
9275.2 80.9231 80.799
9323.81 80.929 80.8054
9372.68 80.9349 80.8118
9421.8 80.9409 80.8182
9471.17 80.947 80.8247
9520.81 80.9531 80.8311
9570.71 80.9592 80.8376
9620.87 80.9654 80.8442
9671.29 80.9716 80.8508
9721.97 80.9779 80.8574
9772.92 80.9843 80.8641
9824.14 80.9907 80.8708
9875.63 80.9972 80.8775
9927.38 81.0038 80.8843
9979.41 81.0104 80.8911
10031.7 81.0099 80.8909
10084.3 81.0049 80.886
10137.1 81.0001 80.8813
10190.3 80.9953 80.8766
10243.7 80.9907 80.8721
10297.4 80.9861 80.8676
10351.3 80.9817 80.8632
10405.6 80.9775 80.859
10460.1 80.9733 80.8548
10514.9 80.9693 80.8508
10570 80.9654 80.8468
10625.4 80.9616 80.843
10681.1 80.958 80.8393
10737.1 80.9545 80.8357
10793.4 80.9512 80.8322
10849.9 80.948 80.8288
10906.8 80.9449 80.8255
10963.9 80.9419 80.8224
11021.4 80.9392 80.8194
11079.2 80.9365 80.8165
11137.2 80.934 80.8137
11195.6 80.9317 80.8111
11254.3 80.9295 80.8086
11313.3 80.9275 80.8062
11372.5 80.9256 80.8039
11432.1 80.9239 80.8018
11492.1 80.9223 80.7998
11552.3 80.9209 80.798
11612.8 80.9197 80.7963
11673.7 80.9186 80.7947
11734.9 80.9177 80.7933
11796.4 80.917 80.792
11858.2 80.9164 80.7909
11920.3 80.9161 80.7899
11982.8 80.9159 80.7891
12045.6 80.9158 80.7884
12108.7 80.916 80.7879
12172.2 80.9164 80.7875
12236 80.9169 80.7873
12300.1 80.9176 80.7873
12364.6 80.9185 80.7874
12429.4 80.9196 80.7877
12494.5 80.9209 80.7881
12560 80.9223 80.7888
12625.8 80.924 80.7896
12692 80.9259 80.7905
12758.5 80.928 80.7916
12825.4 80.9302 80.793
12892.6 80.9327 80.7944
12960.2 80.9354 80.7961
13028.1 80.9383 80.798
13096.4 80.9414 80.8
13165 80.9447 80.8022
13234 80.9482 80.8046
13303.4 80.9519 80.8072
13373.1 80.9559 80.81
13443.2 80.9601 80.813
13513.6 80.9645 80.8161
13584.4 80.9691 80.8195
13655.6 80.9739 80.823
13727.2 80.979 80.8268
13799.1 80.9843 80.8308
13871.5 80.9898 80.8349
13944.2 80.9956 80.8393
14017.2 81.0016 80.8439
14090.7 81.0078 80.8487
14164.5 81.0143 80.8537
14238.8 81.021 80.8589
14313.4 81.0279 80.8643
14388.4 81.0351 80.8699
