# Temperature_MeV comoving_wavenumber Horizon_mass_solar kappa_QCD gamma_QCD delta_QCD phi_QCD
0.28658 2820.07 2.04286e+06 4.20721 0.377779 0.615056 0.683566
0.287439 2829.16 2.02953e+06 4.20721 0.377779 0.614656 0.683454
0.288301 2838.26 2.01629e+06 4.20721 0.377779 0.614259 0.683344
0.289165 2847.4 2.00314e+06 4.20721 0.377779 0.613864 0.683234
0.290032 2856.56 1.99008e+06 4.20721 0.377779 0.613472 0.683126
0.290902 2865.75 1.97711e+06 4.20721 0.377779 0.613083 0.683018
0.291774 2874.96 1.96424e+06 4.20721 0.377779 0.612697 0.68291
0.292649 2884.2 1.95145e+06 4.20721 0.377779 0.612313 0.682804
0.293526 2893.47 1.93875e+06 4.20721 0.377779 0.611932 0.682698
0.294406 2902.76 1.92613e+06 4.20721 0.377779 0.611554 0.682593
0.295289 2912.08 1.91361e+06 4.20721 0.377779 0.611178 0.682488
0.296174 2921.43 1.90117e+06 4.20721 0.377779 0.610805 0.682385
0.297062 2930.8 1.88882e+06 4.20721 0.377779 0.610434 0.682282
0.297953 2940.2 1.87655e+06 4.20721 0.377779 0.610066 0.68218
0.298846 2949.63 1.86436e+06 4.20721 0.377779 0.609701 0.682078
0.299742 2959.08 1.85226e+06 4.20721 0.377779 0.609338 0.681977
0.300641 2968.56 1.84025e+06 4.20721 0.377779 0.608977 0.681877
0.301542 2978.07 1.82831e+06 4.20721 0.377779 0.608619 0.681778
0.302446 2987.6 1.81646e+06 4.20721 0.377779 0.608264 0.681679
0.303353 2997.17 1.80469e+06 4.20721 0.377779 0.607911 0.681581
0.304262 3006.76 1.793e+06 4.20721 0.377779 0.60756 0.681483
0.305175 3016.38 1.78139e+06 4.20721 0.377779 0.607212 0.681387
0.30609 3026.02 1.76986e+06 4.20721 0.377779 0.606866 0.68129
0.307007 3035.69 1.75841e+06 4.20721 0.377779 0.606522 0.681195
0.307928 3045.4 1.74703e+06 4.20721 0.377779 0.606181 0.6811
0.308851 3055.12 1.73574e+06 4.20721 0.377779 0.605842 0.681006
0.309777 3064.88 1.72452e+06 4.20721 0.377779 0.605506 0.680913
0.310706 3074.67 1.71338e+06 4.20721 0.377779 0.605171 0.68082
0.311637 3084.48 1.70232e+06 4.20721 0.377779 0.604839 0.680728
0.312572 3094.32 1.69133e+06 4.20721 0.377779 0.60451 0.680636
0.313509 3104.19 1.68041e+06 4.20721 0.377779 0.604182 0.680545
0.314449 3114.09 1.66957e+06 4.20721 0.377779 0.603857 0.680455
0.315391 3124.01 1.65881e+06 4.20721 0.377779 0.603534 0.680365
0.316337 3133.97 1.64811e+06 4.20721 0.377779 0.603213 0.680276
0.317285 3143.95 1.63749e+06 4.20721 0.377779 0.602895 0.680187
0.318237 3153.96 1.62695e+06 4.20721 0.377779 0.602578 0.6801
0.319191 3164 1.61647e+06 4.20721 0.377779 0.602264 0.680012
0.320148 3174.07 1.60607e+06 4.20721 0.377779 0.601952 0.679926
0.321108 3184.17 1.59573e+06 4.20721 0.377779 0.601642 0.679839
0.32207 3194.3 1.58547e+06 4.20721 0.377779 0.601334 0.679754
0.323036 3204.46 1.57528e+06 4.20721 0.377779 0.601028 0.679669
0.324005 3214.64 1.56515e+06 4.20721 0.377779 0.600725 0.679585
0.324976 3224.86 1.5551e+06 4.20721 0.377779 0.600423 0.679501
0.32595 3235.1 1.54511e+06 4.20721 0.377779 0.600123 0.679418
0.326927 3245.37 1.53519e+06 4.20721 0.377779 0.599826 0.679335
0.327908 3255.68 1.52534e+06 4.20721 0.377779 0.59953 0.679253
0.328891 3266.01 1.51555e+06 4.20721 0.377779 0.599237 0.679171
0.329877 3276.37 1.50583e+06 4.20721 0.377779 0.598945 0.67909
0.330866 3286.77 1.49618e+06 4.20721 0.377779 0.598655 0.67901
0.331858 3297.19 1.48659e+06 4.20721 0.377779 0.598368 0.67893
0.332853 3307.64 1.47706e+06 4.20721 0.377779 0.598082 0.678851
0.333851 3318.12 1.4676e+06 4.20721 0.377779 0.597798 0.678772
0.334852 3328.63 1.45821e+06 4.20721 0.377779 0.597516 0.678693
0.335856 3339.18 1.44888e+06 4.20721 0.377779 0.597236 0.678616
0.336863 3349.75 1.43961e+06 4.20721 0.377779 0.596958 0.678538
0.337873 3360.35 1.4304e+06 4.20721 0.377779 0.596682 0.678462
0.338886 3370.99 1.42125e+06 4.20721 0.377779 0.596408 0.678385
0.339902 3381.65 1.41217e+06 4.20721 0.377779 0.596135 0.67831
0.340921 3392.35 1.40315e+06 4.20721 0.377779 0.595864 0.678235
0.341943 3403.07 1.39419e+06 4.20721 0.377779 0.595596 0.67816
0.342968 3413.83 1.38528e+06 4.20721 0.377779 0.595329 0.678086
0.343996 3424.62 1.37644e+06 4.20721 0.377779 0.595063 0.678012
0.345028 3435.43 1.36766e+06 4.20721 0.377779 0.5948 0.677939
0.346062 3446.28 1.35894e+06 4.20721 0.377779 0.594538 0.677866
0.3471 3457.17 1.35027e+06 4.20721 0.377779 0.594278 0.677794
0.34814 3468.08 1.34167e+06 4.20721 0.377779 0.59402 0.677722
0.349184 3479.02 1.33312e+06 4.20721 0.377779 0.593763 0.677651
0.350231 3490 1.32462e+06 4.20721 0.377779 0.593509 0.67758
0.351281 3501 1.31619e+06 4.20721 0.377779 0.593256 0.67751
0.352334 3512.04 1.30781e+06 4.20721 0.377779 0.593004 0.67744
0.35339 3523.11 1.29949e+06 4.20721 0.377779 0.592755 0.677371
0.35445 3534.22 1.29122e+06 4.20721 0.377779 0.592507 0.677302
0.355513 3545.35 1.28301e+06 4.20721 0.377779 0.59226 0.677233
0.356579 3556.52 1.27485e+06 4.20721 0.377779 0.592016 0.677165
0.357648 3567.71 1.26675e+06 4.20721 0.377779 0.591773 0.677098
0.35872 3578.95 1.2587e+06 4.20721 0.377779 0.591531 0.677031
0.359795 3590.21 1.25071e+06 4.20721 0.377779 0.591291 0.676964
0.360874 3601.5 1.24277e+06 4.20721 0.377779 0.591053 0.676898
0.361956 3612.83 1.23488e+06 4.20721 0.377779 0.590816 0.676832
0.363041 3624.19 1.22704e+06 4.20721 0.377779 0.590581 0.676767
0.36413 3635.59 1.21926e+06 4.20721 0.377779 0.590348 0.676702
0.365221 3647.01 1.21153e+06 4.20721 0.377779 0.590116 0.676638
0.366316 3658.47 1.20385e+06 4.20721 0.377779 0.589885 0.676574
0.367415 3669.97 1.19622e+06 4.20721 0.377779 0.589656 0.67651
0.368516 3681.49 1.18864e+06 4.20721 0.377779 0.589429 0.676447
0.369621 3693.05 1.18111e+06 4.20721 0.377779 0.589203 0.676384
0.370729 3704.64 1.17363e+06 4.20721 0.377779 0.588979 0.676322
0.371841 3716.27 1.1662e+06 4.20721 0.377779 0.588756 0.67626
0.372956 3727.93 1.15882e+06 4.20721 0.377779 0.588535 0.676199
0.374074 3739.62 1.15149e+06 4.20721 0.377779 0.588315 0.676137
0.375195 3751.35 1.14421e+06 4.20721 0.377779 0.588096 0.676077
0.37632 3763.11 1.13697e+06 4.20721 0.377779 0.587879 0.676016
0.377448 3774.9 1.12979e+06 4.20721 0.377779 0.587664 0.675957
0.37858 3786.73 1.12265e+06 4.20721 0.377779 0.58745 0.675897
0.379715 3798.59 1.11556e+06 4.20721 0.377779 0.587237 0.675838
0.380854 3810.49 1.10851e+06 4.20721 0.377779 0.587025 0.675779
0.381995 3822.42 1.10152e+06 4.20721 0.377779 0.586815 0.675721
0.383141 3834.39 1.09456e+06 4.20721 0.377779 0.586607 0.675663
0.384289 3846.39 1.08766e+06 4.20721 0.377779 0.5864 0.675605
0.385442 3858.42 1.0808e+06 4.20721 0.377779 0.586194 0.675548
0.386597 3870.49 1.07398e+06 4.20721 0.377779 0.585989 0.675492
0.387756 3882.6 1.06721e+06 4.20721 0.377779 0.585786 0.675435
0.388919 3894.74 1.06049e+06 4.20721 0.377779 0.585585 0.675379
0.390085 3906.91 1.0538e+06 4.20721 0.377779 0.585384 0.675323
0.391254 3919.12 1.04717e+06 4.20721 0.377779 0.585185 0.675268
0.392427 3931.37 1.04057e+06 4.20721 0.377779 0.584987 0.675213
0.393604 3943.65 1.03402e+06 4.20721 0.377779 0.584791 0.675159
0.394784 3955.97 1.02752e+06 4.20721 0.377779 0.584595 0.675104
0.395968 3968.32 1.02105e+06 4.20721 0.377779 0.584402 0.67505
0.397155 3980.71 1.01463e+06 4.20721 0.377779 0.584209 0.674997
0.398346 3993.13 1.00825e+06 4.20721 0.377779 0.584017 0.674944
0.39954 4005.59 1.00191e+06 4.20721 0.377779 0.583827 0.674891
0.400738 4018.08 995615 4.20721 0.377779 0.583638 0.674838
0.401939 4030.62 989358 4.20721 0.377779 0.583451 0.674786
0.403144 4043.18 983145 4.20721 0.377779 0.583264 0.674735
0.404353 4055.79 976971 4.20721 0.377779 0.583079 0.674683
0.405565 4068.43 970838 4.20721 0.377779 0.582895 0.674632
0.406781 4081.11 964745 4.20721 0.377779 0.582712 0.674581
0.408001 4093.82 958691 4.20721 0.377779 0.582531 0.674531
0.409224 4106.57 952678 4.20721 0.377779 0.58235 0.674481
0.410451 4119.36 946703 4.20721 0.377779 0.582171 0.674431
0.411682 4132.19 940768 4.20721 0.377779 0.581993 0.674381
0.412916 4145.05 934871 4.20721 0.377779 0.581816 0.674332
0.414154 4157.95 929013 4.20721 0.377779 0.58164 0.674283
0.415396 4170.89 923193 4.20721 0.377779 0.581466 0.674235
0.416641 4183.86 917411 4.20721 0.377779 0.581292 0.674187
0.41789 4196.87 911667 4.20721 0.377779 0.58112 0.674139
0.419143 4209.92 905960 4.20721 0.377779 0.580949 0.674091
0.4204 4223.01 900291 4.20721 0.377779 0.580779 0.674044
0.42166 4236.14 894658 4.20721 0.377779 0.58061 0.673997
0.422924 4249.3 889062 4.20721 0.377779 0.580442 0.673951
0.424192 4262.5 883502 4.20721 0.377779 0.580275 0.673904
0.425464 4275.74 877978 4.20721 0.377779 0.580109 0.673858
0.42674 4289.02 872491 4.20721 0.377779 0.579945 0.673812
0.428019 4302.34 867038 4.20721 0.377779 0.579781 0.673767
0.429302 4315.7 861622 4.20721 0.377779 0.579619 0.673722
0.430589 4329.09 856240 4.20721 0.377779 0.579457 0.673677
0.43188 4342.53 850894 4.20721 0.377779 0.579297 0.673632
0.433175 4356 845582 4.20721 0.377779 0.579137 0.673588
0.434474 4369.51 840304 4.20721 0.377779 0.578979 0.673544
0.435777 4383.06 835062 4.20721 0.377779 0.578822 0.673501
0.437083 4396.65 829852 4.20721 0.377779 0.578666 0.673457
0.438394 4410.28 824677 4.20721 0.377779 0.57851 0.673414
0.439708 4423.95 819534 4.20721 0.377779 0.578356 0.673371
0.441026 4437.66 814426 4.20721 0.377779 0.578203 0.673329
0.442349 4451.41 809350 4.20721 0.377779 0.57805 0.673286
0.443675 4465.2 804307 4.20721 0.377779 0.577899 0.673244
0.445005 4479.03 799297 4.20721 0.377779 0.577749 0.673202
0.446339 4492.9 794318 4.20721 0.377779 0.5776 0.673161
0.447677 4506.81 789373 4.20721 0.377779 0.577451 0.67312
0.44902 4520.76 784459 4.20721 0.377779 0.577304 0.673079
0.450366 4534.75 779577 4.20721 0.377779 0.577157 0.673038
0.451716 4548.78 774726 4.20721 0.377779 0.577012 0.672998
0.45307 4562.86 769906 4.20721 0.377779 0.576867 0.672958
0.454429 4576.97 765118 4.20721 0.377779 0.576724 0.672918
0.455791 4591.13 760360 4.20721 0.377779 0.576581 0.672878
0.457158 4605.32 755634 4.20721 0.377779 0.576439 0.672839
0.458528 4619.56 750937 4.20721 0.377779 0.576298 0.672799
0.459903 4633.84 746271 4.20721 0.377779 0.576158 0.672761
0.461282 4648.16 741635 4.20721 0.377779 0.576019 0.672722
0.462665 4662.52 737028 4.20721 0.377779 0.575881 0.672684
0.464052 4676.92 732451 4.20721 0.377779 0.575744 0.672645
0.465443 4691.37 727904 4.20721 0.377779 0.575607 0.672608
0.466839 4705.86 723386 4.20721 0.377779 0.575472 0.67257
0.468238 4720.39 718896 4.20721 0.377779 0.575337 0.672532
0.469642 4734.96 714436 4.20721 0.377779 0.575203 0.672495
0.47105 4749.57 710004 4.20721 0.377779 0.57507 0.672458
0.472463 4764.23 705601 4.20721 0.377779 0.574938 0.672422
0.473879 4778.93 701226 4.20721 0.377779 0.574807 0.672385
0.4753 4793.68 696878 4.20721 0.377779 0.574676 0.672349
0.476725 4808.46 692559 4.20721 0.377779 0.574547 0.672313
0.478154 4823.29 688268 4.20721 0.377779 0.574418 0.672277
0.479588 4838.16 684004 4.20721 0.377779 0.57429 0.672242
0.481026 4853.08 679767 4.20721 0.377779 0.574163 0.672206
0.482468 4868.04 675557 4.20721 0.377779 0.574037 0.672171
0.483914 4883.04 671375 4.20721 0.377779 0.573911 0.672136
0.485365 4898.09 667218 4.20721 0.377779 0.573787 0.672102
0.48682 4913.18 663089 4.20721 0.377779 0.573663 0.672067
0.48828 4928.32 658986 4.20721 0.377779 0.57354 0.672033
0.489744 4943.5 654909 4.20721 0.377779 0.573417 0.671999
0.491212 4958.72 650858 4.20721 0.377779 0.573296 0.671965
0.492685 4973.99 646833 4.20721 0.377779 0.573175 0.671932
0.494162 4989.3 642834 4.20721 0.377779 0.573055 0.671899
0.495644 5004.66 638859 4.20721 0.377779 0.572936 0.671865
0.49713 5020.06 634911 4.20721 0.377779 0.572817 0.671833
0.49862 5035.51 630988 4.20721 0.377779 0.5727 0.6718
0.500115 5051 627089 4.20721 0.377779 0.572583 0.671767
0.501614 5066.54 623216 4.20721 0.377779 0.572466 0.671735
0.503118 5082.12 619367 4.20721 0.377779 0.572351 0.671703
0.504627 5097.75 615543 4.20721 0.377779 0.572236 0.671671
0.50614 5113.43 611742 4.20721 0.377779 0.572122 0.67164
0.507657 5129.15 607967 4.20721 0.377779 0.572009 0.671608
0.509179 5144.91 604215 4.20721 0.377779 0.571896 0.671577
0.510706 5160.73 600487 4.20721 0.377779 0.571785 0.671546
0.512237 5176.58 596783 4.20721 0.377779 0.571673 0.671515
0.513773 5192.49 593101 4.20721 0.377779 0.571563 0.671484
0.515313 5208.44 589444 4.20721 0.377779 0.571453 0.671454
0.516858 5224.44 585810 4.20721 0.377779 0.571344 0.671423
0.518408 5240.48 582199 4.20721 0.377779 0.571236 0.671393
0.519962 5256.58 578611 4.20721 0.377779 0.571128 0.671363
0.521521 5272.72 575045 4.20721 0.377779 0.571021 0.671334
0.523085 5288.9 571502 4.20721 0.377779 0.570915 0.671304
0.524653 5305.14 567982 4.20721 0.377779 0.570809 0.671275
0.526226 5321.42 564484 4.20721 0.377779 0.570705 0.671246
0.527803 5337.75 561008 4.20721 0.377779 0.5706 0.671217
0.529386 5354.12 557554 4.20721 0.377779 0.570497 0.671188
0.530973 5370.55 554122 4.20721 0.377779 0.570394 0.671159
0.532565 5387.02 550711 4.20721 0.377779 0.570291 0.671131
0.534162 5403.54 547322 4.20721 0.377779 0.57019 0.671103
0.535763 5420.12 543955 4.20721 0.377779 0.570089 0.671075
0.53737 5436.73 540609 4.20721 0.377779 0.569988 0.671047
0.538981 5453.4 537284 4.20721 0.377779 0.569889 0.671019
0.540597 5470.12 533980 4.20721 0.377779 0.569789 0.670991
0.542217 5486.88 530697 4.20721 0.377779 0.569691 0.670964
0.543843 5503.7 527434 4.20721 0.377779 0.569593 0.670937
0.545474 5520.56 524193 4.20721 0.377779 0.569496 0.67091
0.547109 5537.47 520971 4.20721 0.377779 0.569399 0.670883
0.548749 5554.44 517770 4.20721 0.377779 0.569303 0.670856
0.550394 5571.45 514590 4.20721 0.377779 0.569208 0.67083
0.552045 5588.51 511429 4.20721 0.377779 0.569113 0.670804
0.5537 5605.62 508288 4.20721 0.377779 0.569019 0.670777
0.55536 5622.79 505167 4.20721 0.377779 0.568925 0.670751
0.557025 5640 502066 4.20721 0.377779 0.568832 0.670726
0.558695 5657.26 498984 4.20721 0.377779 0.56874 0.6707
0.56037 5674.58 495921 4.20721 0.377779 0.568648 0.670674
0.56205 5691.94 492878 4.20721 0.377779 0.568556 0.670649
0.563735 5709.36 489854 4.20721 0.377779 0.568466 0.670624
0.565425 5726.83 486849 4.20721 0.377779 0.568375 0.670599
0.567121 5744.34 483863 4.20721 0.377779 0.568286 0.670574
0.568821 5761.91 480896 4.20721 0.377779 0.568197 0.670549
0.570526 5779.54 477947 4.20721 0.377779 0.568108 0.670525
0.572237 5797.21 475017 4.20721 0.377779 0.568021 0.6705
0.573952 5814.94 472105 4.20721 0.377779 0.567933 0.670476
0.575673 5832.71 469212 4.20721 0.377779 0.567846 0.670452
0.577399 5850.54 466337 4.20721 0.377779 0.56776 0.670428
0.57913 5868.43 463479 4.20721 0.377779 0.567674 0.670404
0.580867 5886.36 460640 4.20721 0.377779 0.567589 0.67038
0.582608 5904.35 457818 4.20721 0.377779 0.567505 0.670357
0.584355 5922.39 455015 4.20721 0.377779 0.56742 0.670333
0.586107 5940.48 452228 4.20721 0.377779 0.567337 0.67031
0.587864 5958.63 449460 4.20721 0.377779 0.567254 0.670287
0.589627 5976.83 446708 4.20721 0.377779 0.567171 0.670264
0.591394 5995.08 443974 4.20721 0.377779 0.567089 0.670241
0.593167 6013.39 441257 4.20721 0.377779 0.567008 0.670219
0.594946 6031.75 438557 4.20721 0.377779 0.566927 0.670196
0.59673 6050.16 435874 4.20721 0.377779 0.566846 0.670174
0.598519 6068.63 433207 4.20721 0.377779 0.566766 0.670152
0.600313 6087.16 430558 4.20721 0.377779 0.566687 0.67013
0.602113 6105.74 427925 4.20721 0.377779 0.566608 0.670108
0.603918 6124.37 425308 4.20721 0.377779 0.566529 0.670086
0.605729 6143.06 422708 4.20721 0.377779 0.566451 0.670064
0.607545 6161.8 420124 4.20721 0.377779 0.566374 0.670043
0.609366 6180.6 417556 4.20721 0.377779 0.566297 0.670021
0.611193 6199.45 415004 4.20721 0.377779 0.56622 0.67
0.613026 6218.36 412468 4.20721 0.377779 0.566144 0.669979
0.614864 6237.33 409948 4.20721 0.377779 0.566068 0.669958
0.616707 6256.35 407444 4.20721 0.377779 0.565993 0.669937
0.618556 6275.42 404955 4.20721 0.377779 0.565919 0.669916
0.620411 6294.56 402482 4.20721 0.377779 0.565844 0.669896
0.622271 6313.74 400024 4.20721 0.377779 0.565771 0.669875
0.624136 6332.99 397582 4.20721 0.377779 0.565697 0.669855
0.626008 6352.29 395155 4.20721 0.377779 0.565625 0.669835
0.627885 6371.65 392743 4.20721 0.377779 0.565552 0.669815
0.629767 6391.07 390346 4.20721 0.377779 0.56548 0.669795
0.631655 6410.54 387964 4.20721 0.377779 0.565409 0.669775
0.633549 6430.07 385596 4.20721 0.377779 0.565338 0.669755
0.635448 6449.66 383244 4.20721 0.377779 0.565267 0.669735
0.637354 6469.31 380906 4.20721 0.377779 0.565197 0.669716
0.639264 6489.01 378583 4.20721 0.377779 0.565127 0.669697
0.641181 6508.78 376274 4.20721 0.377779 0.565058 0.669677
0.643103 6528.6 373979 4.20721 0.377779 0.564989 0.669658
0.645032 6548.48 371699 4.20721 0.377779 0.564921 0.669639
0.646965 6568.41 369433 4.20721 0.377779 0.564853 0.66962
0.648905 6588.41 367181 4.20721 0.377779 0.564785 0.669602
0.650851 6608.47 364943 4.20721 0.377779 0.564718 0.669583
0.652802 6628.58 362719 4.20721 0.377779 0.564652 0.669564
0.654759 6648.76 360509 4.20721 0.377779 0.564585 0.669546
0.656722 6668.99 358312 4.20721 0.377779 0.564519 0.669528
0.658691 6689.28 356130 4.20721 0.377779 0.564454 0.669509
0.660666 6709.64 353960 4.20721 0.377779 0.564389 0.669491
0.662647 6730.05 351804 4.20721 0.377779 0.564324 0.669473
0.664634 6750.52 349662 4.20721 0.377779 0.56426 0.669456
0.666626 6771.06 347533 4.20721 0.377779 0.564196 0.669438
0.668625 6791.65 345417 4.20721 0.377779 0.564133 0.66942
0.670629 6812.31 343314 4.20721 0.377779 0.564069 0.669403
0.67264 6833.03 341224 4.20721 0.377779 0.564007 0.669385
0.674657 6853.8 339147 4.20721 0.377779 0.563944 0.669368
0.67668 6874.64 337083 4.20721 0.377779 0.563883 0.669351
0.678708 6895.54 335032 4.20721 0.377779 0.563821 0.669334
0.680743 6916.51 332994 4.20721 0.377779 0.56376 0.669317
0.682784 6937.53 330968 4.20721 0.377779 0.563699 0.6693
0.684831 6958.62 328955 4.20721 0.377779 0.563639 0.669283
0.686884 6979.77 326954 4.20721 0.377779 0.563579 0.669266
0.688944 7000.98 324965 4.20721 0.377779 0.563519 0.66925
0.691009 7022.25 322989 4.20721 0.377779 0.56346 0.669233
0.693081 7043.59 321025 4.20721 0.377779 0.563401 0.669217
0.695159 7064.99 319074 4.20721 0.377779 0.563342 0.669201
0.697243 7086.46 317134 4.20721 0.377779 0.563284 0.669184
0.699334 7107.98 315206 4.20721 0.377779 0.563226 0.669168
0.70143 7129.57 313291 4.20721 0.377779 0.563169 0.669152
0.703533 7151.23 311387 4.20721 0.377779 0.563112 0.669137
0.705643 7172.95 309494 4.20721 0.377779 0.563055 0.669121
0.707758 7194.73 307614 4.20721 0.377779 0.562998 0.669105
0.70988 7216.58 305745 4.20721 0.377779 0.562942 0.66909
0.712009 7238.49 303888 4.20721 0.377779 0.562887 0.669074
0.714143 7260.47 302042 4.20721 0.377779 0.562831 0.669059
0.716284 7282.51 300208 4.20721 0.377779 0.562776 0.669043
0.718432 7304.61 298384 4.20721 0.377779 0.562722 0.669028
0.720586 7326.79 296573 4.20721 0.377779 0.562667 0.669013
0.722746 7349.02 294772 4.20721 0.377779 0.562613 0.668998
0.724913 7371.33 292982 4.20721 0.377779 0.562559 0.668983
0.727087 7393.7 291204 4.20721 0.377779 0.562506 0.668968
0.729267 7416.14 289436 4.20721 0.377779 0.562453 0.668954
0.731453 7438.64 287680 4.20721 0.377779 0.5624 0.668939
0.733646 7461.21 285934 4.20721 0.377779 0.562348 0.668924
0.735846 7483.84 284199 4.20721 0.377779 0.562296 0.66891
0.738052 7506.55 282474 4.20721 0.377779 0.562244 0.668896
0.740265 7529.32 280761 4.20721 0.377779 0.562193 0.668881
0.742484 7552.15 279058 4.20721 0.377779 0.562142 0.668867
0.74471 7575.06 277365 4.20721 0.377779 0.562091 0.668853
0.746943 7598.03 275683 4.20721 0.377779 0.56204 0.668839
0.749182 7621.07 274011 4.20721 0.377779 0.56199 0.668825
0.751428 7644.18 272349 4.20721 0.377779 0.56194 0.668811
0.753681 7667.36 270698 4.20721 0.377779 0.561891 0.668797
0.755941 7690.61 269056 4.20721 0.377779 0.561842 0.668784
0.758207 7713.92 267425 4.20721 0.377779 0.561793 0.66877
0.760481 7737.31 265804 4.20721 0.377779 0.561744 0.668757
0.762761 7760.76 264193 4.20721 0.377779 0.561696 0.668743
0.765047 7784.29 262592 4.20721 0.377779 0.561648 0.66873
0.767341 7807.88 261001 4.20721 0.377779 0.5616 0.668717
0.769642 7831.54 259419 4.20721 0.377779 0.561553 0.668703
0.771949 7855.27 257847 4.20721 0.377779 0.561505 0.66869
0.774264 7879.08 256285 4.20721 0.377779 0.561459 0.668677
0.776585 7902.95 254732 4.20721 0.377779 0.561412 0.668664
0.778913 7926.9 253189 4.20721 0.377779 0.561366 0.668652
0.781249 7950.91 251656 4.20721 0.377779 0.56132 0.668639
0.783591 7975 250132 4.20721 0.377779 0.561274 0.668626
0.78594 7999.16 248617 4.20721 0.377779 0.561229 0.668613
0.788297 8023.39 247111 4.20721 0.377779 0.561183 0.668601
0.79066 8047.69 245615 4.20721 0.377779 0.561138 0.668588
0.793031 8072.07 244128 4.20721 0.377779 0.561094 0.668576
0.795408 8096.51 242650 4.20721 0.377779 0.56105 0.668564
0.797793 8121.03 241181 4.20721 0.377779 0.561005 0.668552
0.800185 8145.62 239721 4.20721 0.377779 0.560962 0.668539
0.802584 8170.29 238271 4.20721 0.377779 0.560918 0.668527
0.80499 8195.02 236828 4.20721 0.377779 0.560875 0.668515
0.807404 8219.84 235395 4.20721 0.377779 0.560832 0.668503
0.809824 8244.72 233971 4.20721 0.377779 0.560789 0.668491
0.812252 8269.68 232555 4.20721 0.377779 0.560747 0.66848
0.814688 8294.71 231148 4.20721 0.377779 0.560704 0.668468
0.81713 8319.82 229750 4.20721 0.377779 0.560663 0.668456
0.81958 8345 228360 4.20721 0.377779 0.560621 0.668445
0.822037 8370.26 226979 4.20721 0.377779 0.560579 0.668433
0.824502 8395.59 225606 4.20721 0.377779 0.560538 0.668422
0.826974 8421 224242 4.20721 0.377779 0.560497 0.66841
0.829453 8446.48 222886 4.20721 0.377779 0.560457 0.668399
0.83194 8472.03 221538 4.20721 0.377779 0.560416 0.668388
0.834434 8497.67 220199 4.20721 0.377779 0.560376 0.668377
0.836936 8523.38 218867 4.20721 0.377779 0.560336 0.668366
0.839445 8549.16 217544 4.20721 0.377779 0.560296 0.668355
0.841962 8575.03 216229 4.20721 0.377779 0.560257 0.668344
0.844486 8600.97 214922 4.20721 0.377779 0.560218 0.668333
0.847018 8626.98 213623 4.20721 0.377779 0.560179 0.668322
0.849558 8653.08 212332 4.20721 0.377779 0.56014 0.668311
0.852105 8679.25 211049 4.20721 0.377779 0.560101 0.6683
0.85466 8705.5 209774 4.20721 0.377779 0.560063 0.66829
0.857222 8731.82 208506 4.20721 0.377779 0.560025 0.668279
0.859792 8758.23 207246 4.20721 0.377779 0.559987 0.668269
0.86237 8784.71 205994 4.20721 0.377779 0.55995 0.668258
0.864955 8811.27 204750 4.20721 0.377779 0.559912 0.668248
0.867549 8837.91 203513 4.20721 0.377779 0.559875 0.668238
0.87015 8864.63 202284 4.20721 0.377779 0.559839 0.668227
0.872759 8891.43 201062 4.20721 0.377779 0.559802 0.668217
0.875375 8918.31 199848 4.20721 0.377779 0.559765 0.668207
0.878 8945.27 198641 4.20721 0.377779 0.559729 0.668197
0.880632 8972.31 197441 4.20721 0.377779 0.559693 0.668187
0.883272 8999.43 196249 4.20721 0.377779 0.559657 0.668177
0.88592 9026.63 195064 4.20721 0.377779 0.559622 0.668167
0.888577 9053.91 193887 4.20721 0.377779 0.559587 0.668157
0.891241 9081.27 192716 4.20721 0.377779 0.559551 0.668148
0.893913 9108.72 191553 4.20721 0.377779 0.559517 0.668138
0.896593 9136.24 190397 4.20721 0.377779 0.559482 0.668128
0.899281 9163.85 189248 4.20721 0.377779 0.559447 0.668119
0.901977 9191.54 188105 4.20721 0.377779 0.559413 0.668109
0.904681 9219.31 186970 4.20721 0.377779 0.559379 0.6681
0.907394 9247.16 185842 4.20721 0.377779 0.559345 0.66809
0.910114 9275.1 184721 4.20721 0.377779 0.559312 0.668081
0.912843 9303.12 183606 4.20721 0.377779 0.559278 0.668072
0.91558 9331.22 182498 4.20721 0.377779 0.559245 0.668062
0.918325 9359.41 181397 4.20721 0.377779 0.559212 0.668053
0.921078 9387.68 180303 4.20721 0.377779 0.559179 0.668044
0.92384 9416.04 179215 4.20721 0.377779 0.559146 0.668035
0.926609 9444.48 178134 4.20721 0.377779 0.559114 0.668026
0.929387 9473 177060 4.20721 0.377779 0.559082 0.668017
0.932174 9501.61 175992 4.20721 0.377779 0.55905 0.668008
0.934969 9530.3 174931 4.20721 0.377779 0.559018 0.667999
0.937772 9559.08 173876 4.20721 0.377779 0.558986 0.667991
0.940583 9587.95 172827 4.20721 0.377779 0.558955 0.667982
0.943403 9616.9 171785 4.20721 0.377779 0.558924 0.667973
0.946232 9645.93 170750 4.20721 0.377779 0.558892 0.667965
0.949069 9675.06 169720 4.20721 0.377779 0.558862 0.667956
0.951914 9704.27 168697 4.20721 0.377779 0.558831 0.667947
0.954768 9733.56 167680 4.20721 0.377779 0.5588 0.667939
0.957631 9762.95 166669 4.20721 0.377779 0.55877 0.667931
0.960502 9792.42 165665 4.20721 0.377779 0.55874 0.667922
0.963382 9821.98 164666 4.20721 0.377779 0.55871 0.667914
